ident,latitude_deg,longitude_deg,term
EGHQ,50.4406,-4.9954,
CWC1,50.4397,-104.306,
ZMHG,50.436,100.1395,
CJS4,50.4347,-105.3877,
CKB9,50.4333,-100.6,
LKJC,50.43,15.3331,
EDFY,50.4269,8.0111,
LFAM,50.4231,1.5919,
CKU6,50.4192,-102.935,
CAG6,50.4167,-125.5,
CSE6,50.4167,-73.8667,
EBBN,50.415,6.2764,
LKDK,50.4142,15.8369,
LKRO,50.4102,14.2271,
EDKV,50.4061,6.5303,
CFX6,50.4045,-113.2852,
LKRA,50.4039,13.7519,
UKKK,50.4019,30.4519,
CJX6,50.4,-95.75,
LKMB,50.3983,14.8983,
CAF6,50.3923,-125.1372,
CKK8,50.3831,-90.6586,
EBML,50.375,4.9265,
UIAD,50.3721,108.7677,
ZYJD,50.3714,124.1175,
ETHM,50.366,7.3153,
CSL7,50.3645,-103.7408,
LKNM,50.3642,16.1136,
EDFP,50.3622,8.7116,
CWR2,50.3608,-113.4072,
LKHC,50.3576,15.577,
UASS,50.3513,80.2344,
UKBB,50.345,30.8947,
EDFB,50.338,8.879,
LFQS,50.3379,2.9907,
CKY2,50.3348,-102.2745,
EGTP,50.3317,-5.1775,
LKJA,50.3314,15.9539,
CYCZ,50.3311,-115.8737,
LFAV,50.3258,3.4613,
EDRK,50.3256,7.5286,
LKSZ,50.3247,14.2589,
LFQD,50.3239,2.8028,
EPML,50.3223,21.4621,
LKZD,50.3175,13.5128,
CAG4,50.3175,-113.2578,
LFQJ,50.3105,4.0331,
LKPC,50.3061,13.9342,
EDFD,50.3061,10.2273,
CYPS,50.3025,-122.738,
LKMI,50.3017,17.2975,
CSM8,50.2989,-66.4156,
CYAX,50.2944,-96.01,
EDQM,50.2885,11.8529,
EDFA,50.2883,8.5339,
YLP,50.2869,-64.1528,
YBJ,50.2837,-62.81,
CJS9,50.2833,-96,
CYGV,50.2819,-63.6114,
EGHY,50.2784,-5.1423,
UKKV,50.2706,28.7386,
EPGL,50.2687,18.6725,
UNBU,50.2647,85.7135,
CTE3,50.2633,-63.5506,
EDQC,50.2625,10.9956,
CTT5,50.2596,-60.6744,
LKHK,50.2532,15.8452,
CWL4,50.2522,-97.6367,
CJF6,50.25,-89.05,
CYVK,50.2462,-119.331,
UATT,50.2458,57.2067,
CVW2,50.2436,-119.344,
EBFS,50.2433,4.6458,
EPKM,50.2382,19.0337,
CJV5,50.2328,-99.5106,
EDQY,50.2306,10.9958,
EDQO,50.2258,11.7317,
CAG9,50.2197,-125.1256,
CNE7,50.2167,-86.7,
LKVO,50.2166,14.3958,
LKSN,50.2164,14.0878,
EDFK,50.2106,10.0689,
LKKV,50.203,12.915,
XRWL,50.2017,45.2083,
EDFG,50.1967,9.1671,
CTK6,50.1958,-61.2658,
CYNA,50.1901,-61.789,
CSY8,50.1892,-61.7539,
CJP3,50.1884,-90.689,
EBEH,50.1836,4.3697,
ETSB,50.1738,7.0633,
CKL2,50.1723,-96.8703,
ZYHE,50.1716,127.3089,
LKNY,50.1691,15.0525,
CKC5,50.1667,-96.8667,
CAL3,50.1655,-120.1713,
UKKO,50.1583,28.7383,
EBCF,50.1528,4.3872,
EDQL,50.1486,11.0481,
CAE5,50.1436,-122.949,
LFOI,50.1435,1.8319,
CAV9,50.1421,-97.0611,
LFYG,50.1405,3.2632,
EDNZ,50.1369,11.7944,
EDQK,50.1349,11.4591,
LKLT,50.1314,14.5256,
YRC,50.1234,-124.843,
CAD5,50.1225,-120.7454,
LKKB,50.1214,14.5436,
LKKL,50.1128,14.0897,
EPRZ,50.1098,22.0242,
CAW9,50.1085,-125.051,
EBMG,50.1042,4.6361,
EPRJ,50.1042,22.047,
EGHC,50.1028,-5.6706,
LKPR,50.1009,14.2599,
CJA9,50.1,-92.1667,
YGE,50.0994,-125.0235,
EDFJ,50.0985,9.8839,
LKRK,50.0942,13.6889,
CKA6,50.0919,-91.9125,
EPKP,50.0864,20.2003,
LKTO,50.0864,12.9528,
LKZM,50.0839,16.4439,
EPKK,50.0777,19.7848,
LKKR,50.0744,17.6952,
CAV7,50.0714,-124.9836,
EPRG,50.0708,18.6283,
LFAE,50.0682,1.4247,
ZMUG,50.0666,91.9383,
CBS7,50.0665,-105.2996,
LKCB,50.0661,12.4117,
YQJ,50.065,-125.235,
YCF,50.063,-124.93,
CKP2,50.0569,-105.4031,
CYAV,50.0564,-97.0325,
CAE3,50.05,-125.25,
CAY9,50.05,-119.4,
CDT9,50.044,-79.7462,
CAV6,50.0411,-96.5858,
EDQR,50.0394,10.8228,
CPV9,50.0381,-107.2549,
UASK,50.0366,82.4935,
EBSH,50.0359,5.4043,
EBSU,50.0344,5.4408,
UIAE,50.0331,118.0611,
CCC3,50.0319,-96.7328,
EDDF,50.0302,8.5611,
CAR7,50.028,-127.3744,
UKHD,50.0247,36.2668,
CYXH,50.0189,-110.721,
EDQT,50.0182,10.5292,
EDFS,50.0108,10.2511,
EPJL,50.0085,22.9189,
LKKO,50.0019,15.1733,
EGDO,50.0012,-5.2308,
LKTC,49.9854,14.4265,
EDQD,49.985,11.64,
CKP3,49.9833,-94.7167,
ELNT,49.9811,5.9178,
LKUO,49.9786,16.4264,
CAA5,49.9778,-126.8445,
ETAD,49.9765,6.6984,
LKBU,49.9744,14.1781,
CFZ3,49.9717,-110.7244,
LFAQ,49.97,2.6939,
EDRN,49.9699,7.4784,
EDRM,49.9678,7.1119,
EDFZ,49.9675,8.1472,
LKSU,49.9606,17.0178,
EDFE,49.96,8.643,
CYLW,49.9561,-119.378,
CYBL,49.9508,-125.271,
EDFH,49.9487,7.2639,
UNBA,49.9464,88.6301,
EDRB,49.9453,6.565,
CTM3,49.9434,-71.138,
EPKW,49.9416,19.0196,
LKCV,49.9397,15.3818,
LKPN,49.9392,15.5497,
EDFC,49.9388,9.0628,
LKCR,49.9364,15.7806,
LKZA,49.9283,18.0756,
LKVM,49.9281,16.185,
UKHH,49.9269,36.2908,
EDQA,49.9204,10.9142,
LKPS,49.9203,13.3769,
CAL9,49.92,-126.655,
EGHE,49.9134,-6.2919,
CYBR,49.91,-99.9519,
EDEL,49.9083,7.9078,
CYPG,49.9031,-98.2738,
CKV7,49.8945,-102.0305,
EBBX,49.8915,5.2274,
CAQ8,49.8873,-124.5337,
LFAB,49.8847,1.081,
CEF3,49.8833,-111.333,
CYVD,49.8783,-100.918,
LFAY,49.873,2.3871,
LKKC,49.8706,12.7725,
LFAG,49.8689,3.0296,
CKH6,49.8688,-93.4025,
EDRT,49.8639,6.7875,
EDQP,49.8633,11.7878,
CJL5,49.8525,-96.9736,
LKHV,49.8481,13.8935,
CJQ8,49.8464,-101.5142,
EDRD,49.8431,6.9161,
EDGP,49.8417,8.3767,
UK59,49.8382,36.6412,
CYPN,49.8364,-64.2886,
LFOS,49.8352,0.6553,
CYSW,49.8343,-114.8787,
CYHD,49.8317,-92.7442,
LKSK,49.8278,16.0058,
CSZ7,49.8234,-74.4243,
EDFW,49.8178,9.8975,
CKV5,49.8167,-93.7167,
LFOW,49.8161,3.2057,
LKZB,49.8142,15.2017,
UKLL,49.8125,23.9561,
EPBA,49.805,19.0019,
LKER,49.8028,13.0381,
EDGH,49.7986,9.8367,
LKMK,49.7983,16.6878,
LKTD,49.7972,12.7072,
EDQE,49.7942,11.1336,
XBB,49.794,-124.6211,
EDRS,49.7908,7.6661,
CNE6,49.7842,-86.9389,
LFQV,49.7839,4.6471,
CYSE,49.7817,-123.162,
EPZR,49.7711,19.2181,
ELUS,49.7682,5.966,
CJM9,49.7674,-94.4927,
CJD8,49.7629,-92.8303,
EDQZ,49.7624,11.5746,
LKRY,49.7519,13.5897,
EPNL,49.7453,20.6235,
ETIN,49.7443,10.2073,
CNX3,49.7442,-84.034,
CNJ5,49.7439,-84.0247,
CLJ3,49.7416,-112.7383,
LKBE,49.7408,14.6447,
LKPA,49.7394,16.2589,
UK61,49.7379,23.6689,
EDRG,49.7322,7.3361,
LKVL,49.7289,14.8789,
LKPL,49.7231,13.4522,
LKPM,49.7201,14.1006,
CYQQ,49.7108,-124.887,
CKJ7,49.7061,-97.6779,
EGJA,49.7061,-2.2147,
ETIC,49.6987,11.9402,
CJE3,49.6975,-103.801,
LKMT,49.6963,18.1111,
EDFU,49.695,9.1824,
CYGB,49.6943,-124.5181,
LKCT,49.6858,15.6761,
EPKR,49.6838,21.741,
CBG9,49.6814,-124.981,
CAH3,49.6792,-124.9806,
CAU6,49.6792,-126.1162,
EDQW,49.6789,12.1164,
EDFO,49.6785,8.9716,
LKLN,49.6752,13.2746,
EDGJ,49.6736,10.0714,
LFAR,49.6721,2.5678,
UAKK,49.6708,73.3344,
CCX6,49.6706,-124.933,
LKBO,49.6706,17.295,
CCS6,49.6669,-125.0977,
EBAR,49.662,5.886,
LFSJ,49.6597,5.0378,
CJC5,49.6588,-108.4061,
CDY3,49.6575,-54.2375,
EPAR,49.6575,22.5143,
CLA5,49.6569,-112.7728,
LFRC,49.6501,-1.4703,
EDQG,49.6481,9.9664,
EDQX,49.6423,11.1626,
LFYV,49.6383,0.7285,
CGN3,49.6367,-112.6916,
ETOI,49.6341,11.7675,
CJX5,49.6333,-100.2,
UAUT,49.6324,63.4703,
CYQL,49.6303,-112.8,
CJA7,49.6268,-102.4857,
CAG8,49.6238,-124.0249,
ELLX,49.6233,6.2044,
LFAU,49.6228,-1.8307,
EDEP,49.6219,8.6244,
CBR3,49.6173,-102.7701,
CYXC,49.6108,-115.782,
EDRH,49.6106,7.1867,
EDFV,49.6069,8.3683,
EDQI,49.6052,11.2836,
LKHB,49.5972,15.5492,
LFAF,49.5958,3.6317,
LKFR,49.5894,18.3792,
LKOL,49.5877,17.2093,
EDQN,49.5875,10.5775,
CFM8,49.5833,-113.3,
EDQH,49.5827,10.8783,
EDEW,49.5817,9.4022,
LKPI,49.5808,15.7628,
UKHP,49.5686,34.3972,
EDGZ,49.5668,8.6115,
ZBMZ,49.5667,117.33,
LKSA,49.5665,13.0487,
ETOR,49.5636,8.4634,
CMF3,49.5548,-112.5615,
CDU4,49.5501,-56.0646,
LKHN,49.5461,17.7044,
LFOY,49.5447,0.3604,
LFOH,49.534,0.0884,
UKLT,49.5242,25.7001,
CZPC,49.5204,-113.997,
EDGU,49.5158,9.6694,
EDQB,49.51,10.3664,
CAD8,49.5,-117.3,
CAT7,49.5,-124.35,
EDDN,49.4987,11.0781,
CZNL,49.4942,-117.301,
CJB2,49.4914,-98.0182,
LKSB,49.4874,17.0526,
LFGS,49.4836,5.5719,
CAX3,49.483,-123.7577,
LFAP,49.481,4.3633,
CCD2,49.4794,-56.1778,
EDFM,49.4731,8.5142,
EDRF,49.4728,8.1957,
CYDC,49.4681,-120.511,
EPNT,49.4628,20.0503,
LFOB,49.4544,2.1128,
EDRC,49.453,7.039,
LKPJ,49.4478,17.1339,
UHHO,49.4448,136.571,
ETAR,49.4369,7.6003,
CPJ6,49.436,-96.927,
EGJB,49.435,-2.602,
LFAD,49.4312,2.8015,
EDPQ,49.4294,12.0981,
CZUC,49.4282,-91.7204,
LKPO,49.4258,17.4047,
UKBH,49.4249,31.2302,
LKJI,49.4194,15.6353,
LKKT,49.4183,13.3219,
CJD9,49.4167,-91.6667,
UHBA,49.4165,130.0673,
UKKE,49.4156,31.9953,
CYYU,49.4116,-82.4696,
LFAW,49.4104,5.8893,
EDGM,49.3989,9.1239,
CCF7,49.3959,-101.8249,
ETHN,49.3916,9.9567,
LKTA,49.3911,14.7083,
EDFR,49.3883,10.2181,
LFOP,49.3849,1.1791,
CYHE,49.3689,-121.495,
LKKA,49.3683,16.1161,
CJQ2,49.3667,-102.767,
LFRG,49.3652,0.1545,
EDQF,49.3611,10.6694,
UKLH,49.3597,26.9334,
58MN,49.35,-95.0771,
EDEH,49.345,8.4878,
LFJS,49.345,3.2827,
EDRX,49.34,7.2533,
EDPF,49.3397,12.1881,
CAT4,49.3375,-124.3931,
CHS3,49.3366,-113.5733,
LZSK,49.3339,21.5703,
EDRL,49.3308,8.2097,
EDFX,49.3253,8.5286,
CBS8,49.3219,-124.931,
EDGI,49.3217,9.6631,
EDRJ,49.3125,6.6744,
LFFY,49.3053,1.6379,
CAE7,49.3049,-121.7859,
EDRY,49.3047,8.4514,
EDGX,49.3031,8.6589,
LKVY,49.3003,17.0253,
CYCG,49.2964,-117.632,
CBS2,49.2939,-103.0197,
CYHC,49.2913,-123.1172,
CAA9,49.2892,-124.9377,
CBE2,49.2858,-115.1569,
LKKM,49.2856,17.4158,
EDPO,49.2856,11.4431,
CSP4,49.284,-124.973,
EDPH,49.268,11.0126,
EDRP,49.2644,7.4883,
LFPC,49.2535,2.5191,
LKST,49.2517,13.8928,
CKG5,49.25,-98.5333,
LKSO,49.2455,14.713,
UKWW,49.2425,28.6138,
CTJ3,49.242,-65.3305,
EDGO,49.2415,9.2344,
LKCM,49.2367,16.555,
NJJ,49.2364,125.3371,
UHKG,49.2357,140.1931,
LZZI,49.2333,18.6134,
CPW9,49.2319,-124.815,
LFQE,49.2269,5.6722,
EDNM,49.2225,12.2967,
ETHR,49.2175,11.1002,
ETIH,49.2165,11.8361,
CYPK,49.2161,-122.71,
CYDF,49.2108,-57.3914,
CYEN,49.2103,-102.966,
CAT3,49.2095,-124.009,
EDRZ,49.2094,7.4006,
CAJ8,49.2092,-122.7096,
LFQA,49.2087,4.1566,
CJA3,49.2086,-98.0635,
ZBLA,49.205,119.825,
CSD6,49.2042,-68.3406,
LFOM,49.2023,-1.508,
LKOT,49.1983,17.5178,
CYVR,49.1939,-123.184,
UHSK,49.1903,142.083,
CNJ6,49.1833,-84.8833,
CAM9,49.177,-123.1682,
LFRK,49.1768,-0.4549,
CJM5,49.1725,-108.5746,
CAC8,49.1698,-123.9338,
CAS4,49.1667,-122.533,
LKNA,49.1663,16.124,
LFPA,49.1658,2.3131,
CEA6,49.1636,-113.2419,
CAB4,49.155,-125.91,
CYCW,49.1532,-121.9393,
LFGR,49.1522,5.9334,
SYF,49.151,-123.698,
LKJH,49.1507,14.9724,
EDNR,49.1419,12.0819,
EDRI,49.1417,8.3947,
EDTC,49.1348,8.5641,
CKW3,49.1333,-93.9333,
CEW5,49.1333,-112.05,
CYBC,49.1325,-68.2044,
EDNI,49.131,11.4432,
LFGU,49.1281,7.1083,
EDNB,49.1247,12.9856,
EDTX,49.1244,9.7811,
LFGW,49.1224,5.4691,
CYSZ,49.1203,-66.5292,
EDTY,49.1183,9.7839,
CKT3,49.1167,-93.9167,
EDMH,49.1122,10.7822,
CNN5,49.1097,-81.0333,
LFPP,49.1088,2.7361,
LFPD,49.1024,0.5659,
CYNJ,49.1008,-122.631,
CND6,49.1,-85.2,
LFPT,49.0961,2.0355,
CJL6,49.0931,-97.5293,
LZRU,49.0855,19.3686,
LKSR,49.0825,14.0758,
CYAZ,49.0798,-125.7756,
LFFC,49.0788,1.6883,
LZRY,49.0781,21.0997,
CBQ9,49.0775,-123.831,
CAK3,49.0774,-122.941,
CZBB,49.0742,-123.012,
LZTT,49.0736,20.2411,
LFFH,49.0668,3.3555,
LZMA,49.0653,18.9508,
EDND,49.0651,10.4035,
EDPW,49.0642,11.2092,
CAD4,49.0556,-117.609,
CYCD,49.055,-123.8699,
LZJS,49.0479,19.5068,
LFFE,49.046,2.354,
LKHS,49.04,14.495,
CBB9,49.0372,-119.489,
CAJ3,49.0369,-116.498,
EDRO,49.0319,7.9905,
UHKP,49.0311,140.2268,
CSH4,49.0303,-77.0172,
LZPW,49.0297,21.3156,
LKKU,49.0294,17.4397,
LFOE,49.0287,1.2199,
LFJY,49.0255,5.8761,
CYXX,49.0253,-122.361,
EDNC,49.0214,11.4847,
CCT5,49.0167,-57.6333,
CZGF,49.0156,-118.431,
LFPG,49.0128,2.55,
ZMDA,49.0124,111.509,
CBM6,49.01,-118.79,
EDSX,49.0093,9.3546,
LFSW,49.0045,4.0853,
CKK3,49,-105.3993,
8U3,48.9995,-105.399,
CEP4,48.9987,-111.9754,
CEQ4,48.9986,-112.776,
7S8,48.9986,-111.978,
LFXU,48.9983,1.9428,
69S,48.9983,-118.2226,
H28,48.9982,-112.7892,
S28,48.9978,-100.043,
LZDB,48.9969,18.1922,
EDNT,48.9961,10.8842,
ZMUL,48.9933,89.9225,
1S1,48.9902,-116.5021,
75WT,48.9842,-119.2983,
NA67,48.9839,-97.4645,
ERT,48.9831,104.1506,
LFJL,48.9821,6.2513,
LKKY,48.98,17.1247,
1RL,48.9773,-123.0793,
K1WA,48.9722,-119.4394,
YBQ,48.97,-123.664,
LFPB,48.9694,2.4414,
K88M,48.9683,-115.0795,
EDPY,48.9615,10.2345,
K0S7,48.959,-119.412,
EDPG,48.9539,12.4214,
LFQU,48.9509,7.0785,
CAN3,48.95,-125.55,
LKCS,48.9464,14.4275,
KPMB,48.9425,-97.2408,
KRRT,48.9414,-95.3484,
LZSV,48.9408,20.5339,
LZKC,48.937,21.9952,
CYQX,48.9363,-54.5677,
1WN0,48.9333,-117.7458,
KD50,48.9285,-103.297,
LFPE,48.9275,2.8335,
LFAS,48.9272,-0.1447,
UHKM,48.9251,140.0353,
LOAB,48.9221,15.2968,
EDSH,48.9197,9.4553,
CJC7,48.9194,-93.8022,
CSR8,48.9172,-79.1786,
LFQK,48.9051,4.3527,
EDMS,48.9008,12.5167,
D49,48.8986,-102.792,
LFFD,48.8977,1.2508,
LFPH,48.8966,2.6062,
WA88,48.8924,-122.5613,
K06D,48.8843,-99.6209,
CNM7,48.8833,-87.5833,
LFRF,48.8831,-1.5642,
EDPE,48.8769,11.1822,
EDNO,48.8706,10.505,
LFEU,48.8675,5.1851,
S00,48.8667,-106.417,
LZTN,48.865,17.9923,
EDTQ,48.8642,9.2247,
6U6,48.859,-108.6595,
KROX,48.856,-95.697,
CAX6,48.8545,-123.4969,
K9U0,48.8542,-108.409,
CAW7,48.8522,-123.302,
EDNQ,48.8481,10.3339,
49S,48.845,-113.427,
LFPF,48.8432,1.9063,
WT15,48.8425,-122.5143,
LFPX,48.8423,1.9805,
LFPK,48.8396,3.0087,
CAE9,48.836,-125.1375,
4WA8,48.8359,-122.2653,
KD09,48.8304,-100.417,
EDMW,48.8303,12.8797,
UKIN,48.8259,29.3343,
EDNF,48.8225,13.3675,
LFPL,48.821,2.626,
LKZN,48.8177,16.0658,
YAQ,48.8167,-123.6084,
LFPZ,48.8125,2.0675,
CAP8,48.812,-123.321,
CML2,48.8119,-123.651,
LZHL,48.8103,17.1338,
ETT1,48.8103,11.421,
CRF6,48.8083,-123.65,
K9S2,48.8076,-105.4393,
EDTH,48.803,9.9277,
YAJ,48.7953,-123.1818,
LFSH,48.7948,7.8161,
EDTB,48.7919,8.1858,
LKBA,48.7904,16.8925,
KPWD,48.7903,-104.534,
K2C8,48.7838,-97.6319,
EDNJ,48.7819,11.2153,
EDSB,48.7794,8.0805,
CYDO,48.7785,-72.375,
EDPA,48.7778,10.2647,
CYGP,48.7749,-64.4819,
LFPV,48.7744,2.2031,
LFQZ,48.7744,6.7141,
CYIB,48.7739,-91.6386,
LFOK,48.7733,4.2061,
CJH6,48.7667,-91.6667,
LFQP,48.7662,7.2006,
LZPE,48.7661,18.5867,
LFOL,48.7585,0.6566,
LFFG,48.757,3.2781,
CAM3,48.7545,-123.7097,
LFRO,48.7544,-3.4717,
LFQY,48.7534,7.4254,
KD55,48.753,-98.3933,
KHCO,48.7527,-96.943,
LFPN,48.7519,2.1062,
CAB3,48.75,-123.233,
LFOG,48.75,-0.5939,
EDPU,48.7467,10.005,
LZBD,48.7432,21.4483,
CNE4,48.7417,-80.7933,
CLL3,48.7394,-71.1383,
ZMTL,48.7389,98.2941,
KBDE,48.7284,-94.6122,
K65S,48.7258,-116.295,
KW01,48.7249,-119.4656,
LFEZ,48.7244,6.2078,
LFPO,48.7233,2.3794,
WA90,48.7227,-122.3379,
KR49,48.7182,-118.6565,
LFGT,48.7169,7.0743,
CKQ4,48.7167,-94.5667,
ETSI,48.7157,11.534,
WA12,48.7136,-122.1959,
90WA,48.7114,-123.0182,
ETSN,48.711,11.2115,
LFFZ,48.7096,3.7633,
LFAJ,48.7095,0.0029,
88ND,48.7092,-97.9956,
KORS,48.7082,-122.91,
KS23,48.7081,-117.413,
UKCK,48.7068,37.6309,
LFPQ,48.7063,2.9028,
LFON,48.7054,1.3612,
EDMQ,48.7031,10.8523,
LFSK,48.7024,4.6831,
05WN,48.7022,-118.0475,
LFSN,48.6921,6.2305,
EDDS,48.6899,9.222,
CTI2,48.6871,-89.36,
2WA3,48.684,-123.2228,
EDPS,48.6828,13.6947,
EDPM,48.6782,9.8459,
7WA5,48.6734,-123.1754,
K7K5,48.6676,-102.048,
LOAR,48.6661,16.825,
K2H9,48.6653,-99.8532,
LZKZ,48.6631,21.2411,
LFRW,48.6623,-1.4037,
EDSE,48.6586,9.6242,
LZSE,48.6579,17.3295,
EDPD,48.6567,12.4988,
CYAG,48.6557,-93.4435,
CAP5,48.6539,-123.4505,
WA58,48.6525,-122.586,
CTD3,48.6517,-71.1458,
CKF5,48.65,-90.4,
W12,48.6496,-120.502,
CYYJ,48.6472,-123.4278,
W49,48.6457,-122.868,
LFSI,48.636,4.8994,
EDMV,48.635,13.1956,
UKLU,48.6343,22.2634,
EDNG,48.6343,10.2165,
CAV8,48.6333,-123.633,
EDST,48.6318,9.4292,
45MT,48.6283,-110.4697,
CJM8,48.6278,-93.3578,
CNJ8,48.6269,-85.2233,
4S5,48.6264,-97.4392,
7N6,48.6256,-103.93,
EDSO,48.6212,9.6557,
EDPT,48.6203,10.0583,
LZPT,48.6192,18.3297,
WA83,48.6179,-122.9569,
DHB,48.6167,-123.0028,
EDTN,48.6128,9.4772,
WA09,48.6123,-123.139,
W39,48.6108,-123.16,
KCTB,48.6087,-112.3782,
ZMBD,48.6067,110.608,
LFPM,48.6047,2.6711,
LFRU,48.6032,-3.8158,
LFSV,48.6001,6.0565,
59MN,48.5992,-95.1865,
CKR,48.5978,-122.9979,
5WA0,48.5964,-119.1004,
LFAI,48.5962,3.0068,
LZOC,48.5953,19.2658,
LFEX,48.5935,6.241,
LFQC,48.5933,6.5454,
LFRD,48.5877,-2.08,
LFSO,48.5831,5.955,
38WA,48.5792,-122.8238,
NA92,48.5786,-103.466,
23D,48.5774,-96.5413,
25WA,48.5764,-119.0645,
XRQ,48.5756,116.9394,
6WA5,48.5754,-122.9436,
67S,48.5749,-116.964,
CED8,48.5712,-88.8165,
EDMU,48.5693,10.3585,
K48S,48.5661,-108.773,
CYEY,48.5639,-78.2497,
CGD2,48.5633,-71.6158,
EDPB,48.5628,9.7289,
EDSK,48.5611,7.8433,
06MT,48.5587,-112.1171,
LFGC,48.5533,7.7766,
EDSP,48.5473,8.9459,
LFAO,48.5458,-0.3874,
CYJT,48.5442,-58.55,
UKKG,48.5428,32.285,
KHVR,48.5414,-109.7629,
KSBX,48.5407,-111.871,
LFAX,48.5392,0.532,
D28,48.5389,-116.832,
LFRT,48.5386,-2.8535,
W33,48.5373,-123.01,
EDSG,48.5361,9.4369,
CPT6,48.5325,-80.1072,
LFRJ,48.5303,-4.1516,
1WA9,48.5299,-123.0474,
3W5,48.5298,-121.758,
UHHH,48.5283,135.1886,
UHHT,48.5255,135.1525,
KFHR,48.5237,-123.0246,
CYRC,48.521,-71.0526,
CTS3,48.52,-76.1625,
CYRJ,48.5197,-72.2657,
66S,48.5182,-116.822,
EDMF,48.5181,13.3458,
WA81,48.5165,-122.918,
LFFL,48.5158,1.64,
LOLF,48.5137,14.4066,
4U4,48.5134,-109.0653,
EDML,48.5117,12.0333,
KLTY,48.5107,-110.991,
CSA5,48.5091,-71.4632,
CYTF,48.5089,-71.6419,
WN07,48.5002,-122.814,
LFFQ,48.4986,2.3369,
K74S,48.4985,-122.6625,
EDPJ,48.4969,9.6403,
78WA,48.49,-122.8316,
21H,48.4891,-122.6768,
EDMG,48.4867,10.2833,
S31,48.4839,-122.938,
CPW5,48.4833,-81.2,
2MT1,48.4832,-113.9609,
0MT9,48.4812,-114.4817,
K57S,48.4802,-115.904,
K9D7,48.48,-99.2359,
CYXK,48.4776,-68.4963,
KBVS,48.4709,-122.421,
KOMK,48.4644,-119.518,
LFEC,48.4632,-5.0636,
D41,48.4612,-96.8658,
UHB1,48.46,132.66,
LFOR,48.4575,1.5198,
WN18,48.4568,-122.539,
EDPI,48.4566,11.9416,
LZTR,48.452,17.5318,
CKE6,48.45,-89.1667,
5MT5,48.4485,-105.8309,
EDTO,48.4481,7.9236,
LFRB,48.4479,-4.4185,
LFOF,48.4466,0.108,
LOAG,48.4462,15.635,
LFEB,48.4434,-2.1031,
ZYDU,48.441,126.1284,
CSA8,48.44,-71.13,
LFFN,48.4304,4.4725,
EDMP,48.4261,12.3453,
EDMA,48.4253,10.9317,
CYWH,48.4238,-123.372,
07MT,48.4211,-106.528,
EDNP,48.4203,12.8647,
EDMC,48.4197,9.7983,
LOAA,48.4186,15.2153,
13Y,48.4166,-93.5863,
KMIB,48.4156,-101.358,
LOAU,48.4091,16.191,
UHK1,48.4073,135.4116,
LOLS,48.4033,13.4483,
LZMC,48.402,17.1184,
HRC,48.3974,70.1915,
EDME,48.3961,12.7236,
UHK2,48.3959,135.2235,
KY37,48.394,-97.7808,
31ID,48.3917,-116.3663,
KRUG,48.3904,-100.024,
6U5,48.3876,-107.0833,
LFFJ,48.3851,5.1435,
CTG3,48.3838,-64.5627,
LFOX,48.3819,2.0753,
KD60,48.3805,-102.898,
55ID,48.3796,-116.4848,
EDTL,48.3693,7.8277,
WT37,48.3687,-119.6166,
77MN,48.3671,-95.7882,
KM75,48.3669,-107.919,
26ID,48.3639,-116.4036,
S35,48.3619,-119.568,
82WN,48.3614,-118.1408,
LFFT,48.359,5.7196,
UKDD,48.3572,35.1006,
CJU9,48.3545,-92.215,
CTP3,48.3542,-74.1028,
EDDM,48.3538,11.7861,
KNUW,48.3518,-122.656,
2S0,48.3506,-120.094,
LFFB,48.3501,2.4244,
LZDV,48.347,17.3566,
7MN6,48.3439,-96.8819,
EDNE,48.3422,9.9161,
LFPU,48.3412,2.7985,
LZLU,48.3394,19.7358,
LOLE,48.3388,13.9852,
CTK2,48.3373,-77.1812,
CJD6,48.3333,-92.45,
CYBG,48.3319,-70.9929,
WS87,48.3319,-120.0583,
45ID,48.3302,-116.8262,
LFSG,48.325,6.07,
27MT,48.3244,-114.3265,
LFQB,48.3221,4.0167,
LOXT,48.3192,16.114,
K1S9,48.3141,-117.743,
B70,48.3137,-111.1081,
CTF3,48.3119,-67.2501,
ND82,48.3113,-103.148,
K08D,48.3008,-102.406,
LOLO,48.3,14.3336,
2MT0,48.3,-114.4145,
KSZT,48.2995,-116.56,
K7S7,48.2994,-112.2492,
ID61,48.2962,-117.0164,
12ND,48.2953,-101.427,
CML5,48.2936,-89.543,
K3G2,48.2934,-95.6261,
D06,48.2925,-97.394,
LFGO,48.2916,3.2457,
EDNU,48.29,10.4419,
EDNW,48.2894,10.1403,
MT18,48.2875,-114.1837,
LFRL,48.2817,-4.445,
EDMY,48.2796,12.5005,
LZNI,48.2794,18.1328,
EDTW,48.2792,8.4283,
CCZ3,48.2747,-53.9239,
15WA,48.2723,-122.357,
EDSW,48.2699,7.8419,
CCW5,48.2667,-54.15,
CDD,48.2666,-92.4835,
LFGY,48.2665,7.0074,
11S,48.2661,-124.314,
EDNA,48.2636,12.4117,
KMOT,48.2594,-101.28,
1S2,48.2586,-121.61,
KXWA,48.2584,-103.7488,
KOKH,48.2515,-122.674,
68ID,48.25,-116.4667,
EDSA,48.2497,9.0625,
EDNX,48.2392,11.5593,
EDNK,48.2383,12.9767,
ID19,48.2363,-116.3835,
96ID,48.2351,-116.8756,
EDMI,48.235,10.1377,
LOWL,48.2332,14.1875,
